word,distance,targetword,spacetime
bonus,0.33710435032844543,short,other
active,0.3368377685546875,short,other
wing,0.3367916941642761,short,other
scooter,0.3366107642650604,short,other
half,0.33658644556999207,short,both
ache,0.33645015954971313,short,other
little,0.33634114265441895,short,both
excited,0.3361888527870178,short,other
special,0.33594316244125366,short,other
nap,0.3359048664569855,short,both
contrary,0.33573901653289795,short,other
seventeen,0.33571791648864746,short,other
straw,0.33546406030654907,short,other
concrete,0.3353191912174225,short,other
ridiculous,0.33511364459991455,short,other
less,0.334947794675827,short,other
fangs,0.33489665389060974,short,other
fashioned,0.33479368686676025,short,other
becomes,0.33474451303482056,short,other
naughty,0.33469831943511963,short,other
temperature,0.334591805934906,short,other
relative,0.33437615633010864,short,other
onesie,0.33413127064704895,short,other
paddington,0.33411532640457153,short,other
builded,0.33410602807998657,short,both
fossil,0.3338381350040436,short,other
elastics,0.33367374539375305,short,other
worm,0.3336654007434845,short,other
level,0.3336440324783325,short,space
drusilla,0.33355408906936646,short,other
spears,0.3333902359008789,short,other
destructive,0.33331140875816345,short,other
seventy,0.3332296907901764,short,other
jeremy,0.33322855830192566,short,other
ticklish,0.33321839570999146,short,other
acre,0.3331642746925354,short,other
placed,0.3330335021018982,short,both
pound,0.33288753032684326,short,other
