|word, distance, targetword|
short,0.7453535795211792,long
awhile,0.5452648401260376,long
eons,0.5230071544647217,long
much,0.49810466170310974,long
far,0.4880636930465698,long
deep,0.47919154167175293,long
soon,0.46460390090942383,long
fast,0.46203744411468506,long
annums,0.46044987440109253,long
longest,0.4550674259662628,long
tiring,0.42636123299598694,long
unexpired,0.4238961935043335,long
lusting,0.41770225763320923,long
tight,0.41756176948547363,long
hard,0.4167811870574951,long
forever,0.4113661050796509,long
painful,0.4048446714878082,long
vears,0.4029000997543335,long
fortnight,0.4027736783027649,long
twelvemonth,0.39814984798431396,long
close,0.3951130509376526,long
infrequently,0.3947064280509949,long
millennia,0.39420053362846375,long
umpteenth,0.39384543895721436,long
overlong,0.3911091685295105,long
stiff,0.38628143072128296,long
lengthened,0.3853621482849121,long
thick,0.3828352987766266,long
rough,0.3816848397254944,long
junes,0.3789442181587219,long
nyfw,0.3783271908760071,long
immemorial,0.37753456830978394,long
centuries,0.3770129680633545,long
prolonged,0.3762335479259491,long
hectic,0.3757338225841522,long
late,0.3745545744895935,long
seriously,0.3740863800048828,long
robben,0.37363654375076294,long
rhode,0.37275809049606323,long
busy,0.3727051019668579,long
brief,0.3715151250362396,long
full,0.36320579051971436,long
frustrating,0.3630791902542114,long
low,0.36257442831993103,long
ishbeal,0.362251341342926,long
quiet,0.3619112968444824,long
weu,0.36055147647857666,long
iong,0.3580654263496399,long
endearment,0.3564501702785492,long
fainthearted,0.3564082980155945,long
high,0.3557755947113037,long
coney,0.3548296391963959,long
happily,0.3532616198062897,long
quickly,0.3523480296134949,long
many,0.34995460510253906,long
rikers,0.34901371598243713,long
dark,0.3487507104873657,long
lengthy,0.3486268222332001,long
fortunate,0.3484095335006714,long
pejorative,0.348358154296875,long
tough,0.34800976514816284,long
creditable,0.34764420986175537,long
well,0.34653759002685547,long
progresses,0.34550029039382935,long
often,0.34521883726119995,long
decade,0.34510040283203125,long
clingy,0.34408530592918396,long
lusted,0.3440374732017517,long
famished,0.34365683794021606,long
deservedly,0.3433002233505249,long
perilous,0.3432137668132782,long
badly,0.342313289642334,long
patiently,0.34058135747909546,long
thin,0.3403627872467041,long
hours,0.3382829427719116,long
mairin,0.3381863236427307,long
seining,0.3378945589065552,long
tense,0.336489200592041,long
pining,0.335196316242218,long
decades,0.33441829681396484,long
synonym,0.3337441682815552,long
same,0.3330681324005127,long
easters,0.3329524099826813,long
easy,0.33232611417770386,long
easily,0.33192574977874756,long
usual,0.3317526578903198,long
just,0.33157944679260254,long
longer,0.3308884799480438,long
catchall,0.33058273792266846,long
undramatic,0.3303196430206299,long
fatiguing,0.3301967978477478,long
commas,0.32934412360191345,long
funnily,0.3290426731109619,long
bushy,0.3287607431411743,long
christmases,0.32762596011161804,long
shorter,0.32728517055511475,long
staten,0.32658547163009644,long
shortly,0.3264658451080322,long
shortest,0.32646340131759644,long
inasmuch,0.32610630989074707,long
chancy,0.3252750039100647,long
ayear,0.3246864676475525,long
till,0.3246476650238037,long
risky,0.3239489197731018,long
nimble,0.3235545754432678,long
slow,0.32330122590065,long
narrow,0.32254159450531006,long
wide,0.321694552898407,long
misnomer,0.3206801414489746,long
strenuous,0.3205251097679138,long
while,0.3198556900024414,long
lonely,0.3193647265434265,long
forgiving,0.3192037045955658,long
sparse,0.3189947009086609,long
coining,0.31885093450546265,long
months,0.3183077871799469,long
shortened,0.31829744577407837,long
tall,0.3180912435054779,long
nanoseconds,0.3174929618835449,long
depressing,0.3171314001083374,long
steep,0.31580522656440735,long
years,0.3147520422935486,long
such,0.3139517903327942,long
heavy,0.3131364583969116,long
bumpy,0.3128054440021515,long
thankful,0.3126430809497833,long
ripe,0.3125150203704834,long
weeks,0.311951607465744,long
steady,0.31181949377059937,long
traumatizing,0.31141340732574463,long
nearly,0.3105893135070801,long
stoically,0.30904510617256165,long
smooth,0.30884432792663574,long
millenniums,0.30786192417144775,long
lifetime,0.30762678384780884,long
nap,0.3069579005241394,long
second,0.3069217801094055,long
consuming,0.3067615330219269,long
minute,0.3064442276954651,long
stubborn,0.3063144087791443,long
bad,0.3062681555747986,long
big,0.3054509460926056,long
dull,0.30544501543045044,long
sexily,0.3052709102630615,long
longish,0.3041878938674927,long
extended,0.30378806591033936,long
granted,0.3036293387413025,long
