|word, distance, targetword|
freezing,0.37141257524490356,short
bathing,0.37136372923851013,short
curious,0.37075725197792053,short
years,0.3704453408718109,short
looser,0.3702375888824463,short
searching,0.3698832392692566,short
hut,0.36960315704345703,short
kid,0.3694746494293213,short
hot,0.3694562613964081,short
tiger,0.3693595826625824,short
confusing,0.3693438768386841,short
quite,0.36880946159362793,short
rubbing,0.36828261613845825,short
variety,0.36789602041244507,short
fast,0.3677414655685425,short
costing,0.3672993779182434,short
passed,0.367291122674942,short
flu,0.3671707510948181,short
loxy,0.3665652871131897,short
conversation,0.36639803647994995,short
hansel,0.36618804931640625,short
wig,0.3660579323768616,short
amusing,0.36594265699386597,short
polish,0.36594158411026,short
role,0.3658810257911682,short
elegant,0.36561644077301025,short
sick,0.3648783564567566,short
susan,0.3648375868797302,short
grey,0.36450403928756714,short
nasty,0.3642229437828064,short
vest,0.36420172452926636,short
wider,0.36419737339019775,short
solid,0.364080548286438,short
cuddly,0.36354660987854004,short
patience,0.363449364900589,short
panther,0.3628298044204712,short
lucky,0.3627912998199463,short
stepmother,0.36259859800338745,short
paws,0.36259138584136963,short
cooperative,0.3625778555870056,short
spotty,0.3625534772872925,short
flatter,0.36245661973953247,short
sloppy,0.3621950149536133,short
toothless,0.362099289894104,short
ambitious,0.3616239130496979,short
candles,0.3612966537475586,short
crinkly,0.3612583577632904,short
loud,0.36113396286964417,short
unusual,0.3610643148422241,short
unhappy,0.3608863949775696,short
independent,0.36076855659484863,short
lovable,0.36047786474227905,short
hooves,0.36046767234802246,short
lonely,0.3603699505329132,short
itching,0.3602936267852783,short
rare,0.3600701093673706,short
peaceful,0.35977602005004883,short
waited,0.35976698994636536,short
final,0.3597317337989807,short
far,0.35945361852645874,short
soul,0.35927408933639526,short
cowboy,0.3592340350151062,short
thirteen,0.35922759771347046,short
fierce,0.35918810963630676,short
tired,0.3590988516807556,short
spoiled,0.3590875566005707,short
fond,0.3589773178100586,short
wings,0.35880047082901,short
reindeer,0.35858482122421265,short
brick,0.3585495352745056,short
feathers,0.35847023129463196,short
squishy,0.3584069311618805,short
badly,0.35822367668151855,short
glider,0.35792750120162964,short
dusty,0.3576893210411072,short
girlie,0.35761570930480957,short
sweet,0.35760509967803955,short
distracted,0.3574686646461487,short
pats,0.35740554332733154,short
funny,0.3573511242866516,short
dreamt,0.3569989800453186,short
marvelous,0.3569332957267761,short
quick,0.3569110035896301,short
tags,0.3568462133407593,short
trunk,0.35680708289146423,short
sheesh,0.35674747824668884,short
hyrax,0.3564304709434509,short
pink,0.3563765585422516,short
ours,0.3562668263912201,short
months,0.3562087416648865,short
thousands,0.3560938835144043,short
leader,0.35602718591690063,short
valentine,0.3556385040283203,short
infant,0.3553459644317627,short
clippers,0.35531681776046753,short
stinker,0.3552296459674835,short
important,0.3548123836517334,short
juvenile,0.3545364737510681,short
worried,0.3543980121612549,short
meters,0.3539254069328308,short
grabbing,0.35384732484817505,short
talented,0.3537311255931854,short
charmer,0.3530063033103943,short
pounds,0.3529951870441437,short
stuffy,0.352491170167923,short
ribs,0.352416455745697,short
carefully,0.35221338272094727,short
roast,0.35209280252456665,short
posing,0.3520797789096832,short
civilized,0.35191893577575684,short
nepal,0.351541131734848,short
sort_of,0.35153770446777344,short
relaxing,0.35136014223098755,short
smartie,0.35121721029281616,short
surprising,0.3511209487915039,short
greatest,0.35108309984207153,short
surprised,0.35089924931526184,short
lower,0.3507992923259735,short
sisters,0.35075366497039795,short
annoying,0.35045382380485535,short
muddy,0.3503830134868622,short
dolphin,0.35018444061279297,short
trial,0.35005858540534973,short
smile,0.3500403165817261,short
serious,0.3499920666217804,short
lunchbox,0.3498181700706482,short
gloomy,0.34964412450790405,short
snug,0.34951937198638916,short
clover,0.3492163419723511,short
stretch,0.3491517901420593,short
cranky,0.3489842414855957,short
bantam,0.3489398658275604,short
sleepy,0.3487372398376465,short
scrapes,0.34841811656951904,short
rubbed,0.34805312752723694,short
macgregor,0.34784549474716187,short
giraffe,0.34780603647232056,short
uncomfortable,0.34677690267562866,short
curls,0.3465537428855896,short
greedy,0.3460163176059723,short
enjoyable,0.3457089066505432,short
mischief,0.3456634283065796,short
runny,0.34547731280326843,short
nations,0.34535452723503113,short
fourteen,0.3449954390525818,short
desks,0.3447893261909485,short
kentucky,0.3446856141090393,short
fifty,0.3446204662322998,short
mi,0.3444229066371918,short
noggin,0.3442448675632477,short
pleasant,0.34420692920684814,short
wise,0.3441632390022278,short
paw,0.34305039048194885,short
shaking,0.3429117202758789,short
eah,0.34285783767700195,short
treat,0.3428153693675995,short
chunky,0.34256696701049805,short
blind,0.3424082398414612,short
exasperated,0.3422296345233917,short
bingo,0.3420918583869934,short
tail,0.34193912148475647,short
exciting,0.3419168293476105,short
donny,0.34178996086120605,short
cruel,0.3417806029319763,short
stings,0.3416860103607178,short
icky,0.341635137796402,short
dinky,0.34089094400405884,short
annoyed,0.3408832550048828,short
headache,0.34086430072784424,short
gray,0.3407827317714691,short
bangle,0.3407459855079651,short
feather,0.34066712856292725,short
nineteen,0.34066343307495117,short
brushes,0.3406190276145935,short
mosquito,0.34030893445014954,short
poodle,0.3402940034866333,short
sensitive,0.3402389883995056,short
pinches,0.34018561244010925,short
rudolph,0.3395465016365051,short
itchy,0.3394201397895813,short
layer,0.33906447887420654,short
weeny,0.3388686776161194,short
berry,0.33876001834869385,short
scrumptious,0.3386656641960144,short
flapping,0.3384847939014435,short
removed,0.3383934199810028,short
stingy,0.33802226185798645,short
gently,0.3378501236438751,short
attitude,0.33779942989349365,short
shrunk,0.3377441167831421,short
tap,0.3376549780368805,short
spear,0.33760640025138855,short
splinter,0.33733510971069336,short
decoration,0.3371618986129761,short
smoking,0.3371516168117523,short
bonus,0.33710435032844543,short
active,0.3368377685546875,short
wing,0.3367916941642761,short
scooter,0.3366107642650604,short
half,0.33658644556999207,short
ache,0.33645015954971313,short
little,0.33634114265441895,short
excited,0.3361888527870178,short
special,0.33594316244125366,short
nap,0.3359048664569855,short
contrary,0.33573901653289795,short
seventeen,0.33571791648864746,short
straw,0.3354640603065491,short
concrete,0.3353191912174225,short
ridiculous,0.33511364459991455,short
less,0.334947794675827,short
fangs,0.33489665389060974,short
fashioned,0.33479368686676025,short
becomes,0.33474451303482056,short
naughty,0.33469831943511963,short
temperature,0.334591805934906,short
relative,0.33437615633010864,short
onesie,0.33413127064704895,short
paddington,0.33411532640457153,short
builded,0.3341060280799866,short
fossil,0.3338381350040436,short
elastics,0.33367374539375305,short
worm,0.3336654007434845,short
level,0.3336440324783325,short
drusilla,0.33355408906936646,short
spears,0.3333902359008789,short
destructive,0.33331140875816345,short
seventy,0.3332296907901764,short
jeremy,0.33322855830192566,short
ticklish,0.33321839570999146,short
acre,0.3331642746925354,short
placed,0.3330335021018982,short
pound,0.33288753032684326,short
